Domain Code;Domain;Area Code;Area;Element Code;Element;Item Code;Item;Year Code;Year;Unit;Value;Flag;Flag Description
QL;Livestock Primary;216;Switzerland;;Production;;überige Tiere;1966;1966;tonnes;6167;;Selber berechnet, beinhaltet rabbit, horse, game
QL;Livestock Primary;217;Switzerland;;Production;;überige Tiere;1967;1967;tonnes;6254;;Selber berechnet, beinhaltet rabbit, horse, game
QL;Livestock Primary;218;Switzerland;;Production;;überige Tiere;1968;1968;tonnes;5966;;Selber berechnet, beinhaltet rabbit, horse, game
QL;Livestock Primary;219;Switzerland;;Production;;überige Tiere;1969;1969;tonnes;5993;;Selber berechnet, beinhaltet rabbit, horse, game
QL;Livestock Primary;220;Switzerland;;Production;;überige Tiere;1970;1970;tonnes;5674;;Selber berechnet, beinhaltet rabbit, horse, game
QL;Livestock Primary;221;Switzerland;;Production;;überige Tiere;1971;1971;tonnes;5513;;Selber berechnet, beinhaltet rabbit, horse, game
QL;Livestock Primary;222;Switzerland;;Production;;überige Tiere;1972;1972;tonnes;5317;;Selber berechnet, beinhaltet rabbit, horse, game
QL;Livestock Primary;223;Switzerland;;Production;;überige Tiere;1973;1973;tonnes;5376;;Selber berechnet, beinhaltet rabbit, horse, game
QL;Livestock Primary;224;Switzerland;;Production;;überige Tiere;1974;1974;tonnes;5009;;Selber berechnet, beinhaltet rabbit, horse, game
QL;Livestock Primary;225;Switzerland;;Production;;überige Tiere;1975;1975;tonnes;5304;;Selber berechnet, beinhaltet rabbit, horse, game
QL;Livestock Primary;226;Switzerland;;Production;;überige Tiere;1976;1976;tonnes;5570;;Selber berechnet, beinhaltet rabbit, horse, game
QL;Livestock Primary;227;Switzerland;;Production;;überige Tiere;1977;1977;tonnes;5558;;Selber berechnet, beinhaltet rabbit, horse, game
QL;Livestock Primary;228;Switzerland;;Production;;überige Tiere;1978;1978;tonnes;5370;;Selber berechnet, beinhaltet rabbit, horse, game
QL;Livestock Primary;229;Switzerland;;Production;;überige Tiere;1979;1979;tonnes;5240;;Selber berechnet, beinhaltet rabbit, horse, game
QL;Livestock Primary;230;Switzerland;;Production;;überige Tiere;1980;1980;tonnes;4920;;Selber berechnet, beinhaltet rabbit, horse, game
QL;Livestock Primary;231;Switzerland;;Production;;überige Tiere;1981;1981;tonnes;5014;;Selber berechnet, beinhaltet rabbit, horse, game
QL;Livestock Primary;232;Switzerland;;Production;;überige Tiere;1982;1982;tonnes;5114;;Selber berechnet, beinhaltet rabbit, horse, game
QL;Livestock Primary;233;Switzerland;;Production;;überige Tiere;1983;1983;tonnes;5062;;Selber berechnet, beinhaltet rabbit, horse, game
QL;Livestock Primary;234;Switzerland;;Production;;überige Tiere;1984;1984;tonnes;5247;;Selber berechnet, beinhaltet rabbit, horse, game
QL;Livestock Primary;235;Switzerland;;Production;;überige Tiere;1985;1985;tonnes;5294;;Selber berechnet, beinhaltet rabbit, horse, game
QL;Livestock Primary;236;Switzerland;;Production;;überige Tiere;1986;1986;tonnes;5052;;Selber berechnet, beinhaltet rabbit, horse, game
QL;Livestock Primary;237;Switzerland;;Production;;überige Tiere;1987;1987;tonnes;4900;;Selber berechnet, beinhaltet rabbit, horse, game
QL;Livestock Primary;238;Switzerland;;Production;;überige Tiere;1988;1988;tonnes;4583;;Selber berechnet, beinhaltet rabbit, horse, game
QL;Livestock Primary;239;Switzerland;;Production;;überige Tiere;1989;1989;tonnes;4438;;Selber berechnet, beinhaltet rabbit, horse, game
QL;Livestock Primary;240;Switzerland;;Production;;überige Tiere;1990;1990;tonnes;4433;;Selber berechnet, beinhaltet rabbit, horse, game
QL;Livestock Primary;241;Switzerland;;Production;;überige Tiere;1991;1991;tonnes;4165;;Selber berechnet, beinhaltet rabbit, horse, game
QL;Livestock Primary;242;Switzerland;;Production;;überige Tiere;1992;1992;tonnes;3968;;Selber berechnet, beinhaltet rabbit, horse, game
QL;Livestock Primary;243;Switzerland;;Production;;überige Tiere;1993;1993;tonnes;4311;;Selber berechnet, beinhaltet rabbit, horse, game
QL;Livestock Primary;244;Switzerland;;Production;;überige Tiere;1994;1994;tonnes;4321;;Selber berechnet, beinhaltet rabbit, horse, game
QL;Livestock Primary;245;Switzerland;;Production;;überige Tiere;1995;1995;tonnes;4143;;Selber berechnet, beinhaltet rabbit, horse, game
QL;Livestock Primary;246;Switzerland;;Production;;überige Tiere;1996;1996;tonnes;4328;;Selber berechnet, beinhaltet rabbit, horse, game
QL;Livestock Primary;247;Switzerland;;Production;;überige Tiere;1997;1997;tonnes;4098;;Selber berechnet, beinhaltet rabbit, horse, game
QL;Livestock Primary;248;Switzerland;;Production;;überige Tiere;1998;1998;tonnes;3983;;Selber berechnet, beinhaltet rabbit, horse, game
QL;Livestock Primary;249;Switzerland;;Production;;überige Tiere;1999;1999;tonnes;3716;;Selber berechnet, beinhaltet rabbit, horse, game
QL;Livestock Primary;250;Switzerland;;Production;;überige Tiere;2000;2000;tonnes;3911;;Selber berechnet, beinhaltet rabbit, horse, game
QL;Livestock Primary;251;Switzerland;;Production;;überige Tiere;2001;2001;tonnes;3763;;Selber berechnet, beinhaltet rabbit, horse, game
QL;Livestock Primary;252;Switzerland;;Production;;überige Tiere;2002;2002;tonnes;3751;;Selber berechnet, beinhaltet rabbit, horse, game
QL;Livestock Primary;253;Switzerland;;Production;;überige Tiere;2003;2003;tonnes;3652;;Selber berechnet, beinhaltet rabbit, horse, game
QL;Livestock Primary;254;Switzerland;;Production;;überige Tiere;2004;2004;tonnes;3727;;Selber berechnet, beinhaltet rabbit, horse, game
QL;Livestock Primary;255;Switzerland;;Production;;überige Tiere;2005;2005;tonnes;3911;;Selber berechnet, beinhaltet rabbit, horse, game
QL;Livestock Primary;256;Switzerland;;Production;;überige Tiere;2006;2006;tonnes;3970;;Selber berechnet, beinhaltet rabbit, horse, game
QL;Livestock Primary;257;Switzerland;;Production;;überige Tiere;2007;2007;tonnes;3946;;Selber berechnet, beinhaltet rabbit, horse, game
QL;Livestock Primary;258;Switzerland;;Production;;überige Tiere;2008;2008;tonnes;4108;;Selber berechnet, beinhaltet rabbit, horse, game
QL;Livestock Primary;259;Switzerland;;Production;;überige Tiere;2009;2009;tonnes;3617;;Selber berechnet, beinhaltet rabbit, horse, game
QL;Livestock Primary;260;Switzerland;;Production;;überige Tiere;2010;2010;tonnes;3981;;Selber berechnet, beinhaltet rabbit, horse, game
QL;Livestock Primary;261;Switzerland;;Production;;überige Tiere;2011;2011;tonnes;3945;;Selber berechnet, beinhaltet rabbit, horse, game
QL;Livestock Primary;262;Switzerland;;Production;;überige Tiere;2012;2012;tonnes;4014;;Selber berechnet, beinhaltet rabbit, horse, game
QL;Livestock Primary;263;Switzerland;;Production;;überige Tiere;2013;2013;tonnes;3814;;Selber berechnet, beinhaltet rabbit, horse, game
QL;Livestock Primary;264;Switzerland;;Production;;überige Tiere;2014;2014;tonnes;3729;;Selber berechnet, beinhaltet rabbit, horse, game
QL;Livestock Primary;265;Switzerland;;Production;;überige Tiere;2015;2015;tonnes;3686;;Selber berechnet, beinhaltet rabbit, horse, game
QL;Livestock Primary;266;Switzerland;;Production;;überige Tiere;2016;2016;tonnes;3614;;Selber berechnet, beinhaltet rabbit, horse, game
